Category,Asset Name,Asset Type,Unity Path,Source Package / Folder,Likely Usage,Used In Scene,Scene Path,Notes
"Environment","SM_Env_Sidewalk_Corner_End_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Corner_End_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Corner_End_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Corner_End_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Crossing_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Crossing_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Crossing_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Crossing_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Dip_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Dip_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Dip_Corner_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Dip_Corner_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Driveway_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Driveway_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Driveway_Wide_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Driveway_Wide_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Edge_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Edge_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Edge_Corner_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Edge_Corner_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Grate_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Grate_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Grate_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Grate_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Gutter_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Gutter_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Merger_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Merger_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Overgrown_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Overgrown_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Overgrown_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Overgrown_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Overgrown_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Overgrown_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Panel_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Panel_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Panel_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Panel_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_04","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_08","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_08.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_09","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_09.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_10","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_10.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Sidewalk_Straight_Path_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Sidewalk_Straight_Path_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Bridge_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Bridge_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Bridge_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Bridge_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Bridge_Pillar_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Bridge_Pillar_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Bridge_Square_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Bridge_Square_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Corner_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Corner_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Corner_Concave_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Corner_Concave_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Divider_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Divider_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Divider_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Divider_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Flat_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Flat_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Flat_Hole_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Flat_Hole_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_01.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_02.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_03.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_04","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_04.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_05","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_05.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Wall / Floor","SM_Env_StormCanal_Floor_06","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Floor_06.prefab","PolygonApocalypse","Floor / ground module","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Pipe_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Pipe_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Pipe_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Pipe_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Pipe_End_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Pipe_End_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Pipe_End_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Pipe_End_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Straight_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Straight_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Straight_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Straight_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Straight_Dipped_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Straight_Dipped_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_StormCanal_Straight_Dipped_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_StormCanal_Straight_Dipped_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Street_Divider_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Street_Divider_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Street_Divider_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Street_Divider_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_04","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Cluster_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Cluster_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Cluster_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Cluster_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Cluster_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Cluster_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Dead_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Dead_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Dead_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Dead_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Dead_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Dead_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Large_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Large_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Large_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Large_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Large_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Large_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Cluster_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Cluster_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Cluster_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Cluster_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Cluster_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Cluster_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Tall_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Tall_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Tall_02","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Tall_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tree_Pine_Tall_03","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tree_Pine_Tall_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Environment","SM_Env_Tunnel_Entrance_01","Prefab","Assets/PolygonApocalypse/Prefabs/Environment/SM_Env_Tunnel_Entrance_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","Bullet_Trail_FX","Prefab","Assets/PolygonApocalypse/Prefabs/FX/Misc/Bullet_Trail_FX.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Cloud_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Cloud_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Cloud_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Cloud_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Cloud_03","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Cloud_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Grass_Patch_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Grass_Patch_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Grass_Patch_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Grass_Patch_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Grass_Patch_03","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Grass_Patch_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Ground_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Ground_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Ground_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Ground_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Ground_03","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Ground_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Ground_04","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Ground_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Ground_Flat_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Ground_Flat_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Mountains_Grass_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Mountains_Grass_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Mountains_Grass_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Mountains_Grass_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Mountains_Soft_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Mountains_Soft_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_SkyDome_Apoco","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_SkyDome_Apoco.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Small_Rocks_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Small_Rocks_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Small_Rocks_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Small_Rocks_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Small_Rocks_03","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Small_Rocks_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Small_Rocks_04","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Small_Rocks_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Small_Rocks_05","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Small_Rocks_05.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Tree_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Tree_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Tree_02","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Tree_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Tree_03","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Tree_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_Tree_04","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_Tree_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_TreeDead_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_TreeDead_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Generic_TreeStump_01","Prefab","Assets/PolygonApocalypse/Prefabs/Generic/SM_Generic_TreeStump_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Air_Horn_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Air_Horn_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_02","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_03","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_04","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_04.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_05","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_05.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_06","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_06.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_07","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_07.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_08","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_08.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_Broken_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_Broken_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_Broken_02","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_Broken_02.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Alcohol_Broken_03","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Alcohol_Broken_03.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_12G_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_12G_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_12G_Open_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_12G_Open_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_45_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_45_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_45_Open_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_45_Open_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_556_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_556_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_556_Open_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_556_Open_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
"Unknown","SM_Item_Ammo_762_01","Prefab","Assets/PolygonApocalypse/Prefabs/Item/SM_Item_Ammo_762_01.prefab","PolygonApocalypse","General art asset","No","","Third-party imported asset; Check collider/NavMesh needs manually"
